iati_identifier,transaction_number,title,date,transaction_type,finance_type,original_transaction_value,wb_sector_name,wb_sector_percentage,recipient_name,recipient_percentage,split_transaction_value
44000-P162646,141,Strengthening Social Protection Project,2021-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,159543.0,Climate mitigation,10.0,Rwanda,100.0,15954.300000000001
44000-P162646,141,Strengthening Social Protection Project,2021-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,159543.0,Climate adaptation,18.0,Rwanda,100.0,28717.739999999998
44000-P162646,141,Strengthening Social Protection Project,2021-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,159543.0,Climate change,28.0,Rwanda,100.0,44672.04
44000-P171554,142,First Programmatic Human Capital for Inclusive Growth DPF,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,76068161.0,Climate adaptation,17.0,Rwanda,100.0,12931587.370000001
44000-P171554,142,First Programmatic Human Capital for Inclusive Growth DPF,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,76068161.0,Climate change,17.0,Rwanda,100.0,12931587.370000001
44000-P177492,143,Social Protection Transformation Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7698068.0,Climate change,12.0,Rwanda,100.0,923768.1599999999
44000-P177492,143,Social Protection Transformation Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7698068.0,Climate adaptation,12.0,Rwanda,100.0,923768.1599999999
44000-P177492,143,Social Protection Transformation Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7698068.0,Gender,22.0,Rwanda,100.0,1693574.96
44000-P164130,144,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6959217.0,Climate change,25.0,Rwanda,100.0,1739804.25
44000-P164130,144,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6959217.0,Climate mitigation,5.0,Rwanda,100.0,347960.85000000003
44000-P164130,144,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6959217.0,Climate adaptation,20.0,Rwanda,100.0,1391843.4000000001
44000-P164130,144,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6959217.0,Gender,30.0,Rwanda,100.0,2087765.0999999999
44000-P112712,145,Second Emergency Demobilization and Reintegration Project,2016-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,183821.0,Gender,10.0,Rwanda,100.0,18382.100000000002
44000-P165017,146,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,88850.0,Climate change,77.0,Rwanda,100.0,68414.5
44000-P165017,146,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,88850.0,Gender,44.0,Rwanda,100.0,39094.0
44000-P165017,146,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,88850.0,Climate adaptation,37.0,Rwanda,100.0,32874.5
44000-P165017,146,Second Rwanda Urban Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,88850.0,Climate mitigation,40.0,Rwanda,100.0,35540.0
44000-P177492,147,Social Protection Transformation Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7655210.0,Climate change,12.0,Rwanda,100.0,918625.2
44000-P177492,147,Social Protection Transformation Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7655210.0,Climate adaptation,12.0,Rwanda,100.0,918625.2
44000-P177492,147,Social Protection Transformation Project,2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,7655210.0,Gender,22.0,Rwanda,100.0,1684146.2
44000-P165017,148,Second Rwanda Urban Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1668933.0,Climate change,77.0,Rwanda,100.0,1285078.41
44000-P165017,148,Second Rwanda Urban Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1668933.0,Gender,44.0,Rwanda,100.0,734330.52
44000-P165017,148,Second Rwanda Urban Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1668933.0,Climate adaptation,37.0,Rwanda,100.0,617505.21
44000-P165017,148,Second Rwanda Urban Development Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1668933.0,Climate mitigation,40.0,Rwanda,100.0,667573.2000000001
44000-P164130,149,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1920820.0,Climate change,25.0,Rwanda,100.0,480205.0
44000-P164130,149,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1920820.0,Climate mitigation,5.0,Rwanda,100.0,96041.0
44000-P164130,149,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1920820.0,Climate adaptation,20.0,Rwanda,100.0,384164.0
44000-P164130,149,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1920820.0,Gender,30.0,Rwanda,100.0,576246.0
44000-P175273,150,Access to Finance for Recovery and Resilience Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,10000000.0,Gender,77.0,Rwanda,100.0,7700000.0
44000-P175273,150,Access to Finance for Recovery and Resilience Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,10000000.0,Climate change,6.0,Rwanda,100.0,600000.0
44000-P175273,150,Access to Finance for Recovery and Resilience Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,10000000.0,Climate adaptation,6.0,Rwanda,100.0,600000.0
44000-P165017,151,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1325384.0,Climate change,77.0,Rwanda,100.0,1020545.68
44000-P165017,151,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1325384.0,Gender,44.0,Rwanda,100.0,583168.96
44000-P165017,151,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1325384.0,Climate adaptation,37.0,Rwanda,100.0,490392.08
44000-P165017,151,Second Rwanda Urban Development Project,2023-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1325384.0,Climate mitigation,40.0,Rwanda,100.0,530153.6
44000-P112712,152,Second Emergency Demobilization and Reintegration Project,2017-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,121178.0,Gender,10.0,Rwanda,100.0,12117.800000000001
44000-P164130,153,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2917180.0,Climate change,25.0,Rwanda,100.0,729295.0
44000-P164130,153,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2917180.0,Climate mitigation,5.0,Rwanda,100.0,145859.0
44000-P164130,153,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2917180.0,Climate adaptation,20.0,Rwanda,100.0,583436.0
44000-P164130,153,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2023-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2917180.0,Gender,30.0,Rwanda,100.0,875154.0
44000-P172594,154,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1739276.0,Climate change,38.0,Rwanda,100.0,660924.88
44000-P172594,154,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1739276.0,Climate mitigation,31.0,Rwanda,100.0,539175.5599999999
44000-P172594,154,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1739276.0,Gender,63.0,Rwanda,100.0,1095743.8800000001
44000-P172594,154,Rwanda - Energy Access and Quality Improvement Project,2023-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1739276.0,Climate adaptation,7.0,Rwanda,100.0,121749.32
44000-P164807,155,Rwanda Public Finance Management Reform Project,2021-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1382949.0,Gender,54.0,Rwanda,100.0,746792.4600000001
44000-P112712,156,Second Emergency Demobilization and Reintegration Project,2017-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,224132.0,Gender,10.0,Rwanda,100.0,22413.2
44000-P165017,157,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2075639.0,Climate change,77.0,Rwanda,100.0,1598242.03
44000-P165017,157,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2075639.0,Gender,44.0,Rwanda,100.0,913281.16
44000-P165017,157,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2075639.0,Climate adaptation,37.0,Rwanda,100.0,767986.4299999999
44000-P165017,157,Second Rwanda Urban Development Project,2022-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2075639.0,Climate mitigation,40.0,Rwanda,100.0,830255.6000000001
44000-P173373,158,Digital Acceleration Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1717159.0,Climate adaptation,5.0,Rwanda,100.0,85857.95000000001
44000-P173373,158,Digital Acceleration Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1717159.0,Climate change,15.0,Rwanda,100.0,257573.84999999998
44000-P173373,158,Digital Acceleration Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1717159.0,Climate mitigation,9.0,Rwanda,100.0,154544.31
44000-P164807,159,Rwanda Public Finance Management Reform Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3185785.0,Gender,54.0,Rwanda,100.0,1720323.9000000001
44000-P165017,160,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3090505.0,Climate change,77.0,Rwanda,100.0,2379688.85
44000-P165017,160,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3090505.0,Gender,44.0,Rwanda,100.0,1359822.2
44000-P165017,160,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3090505.0,Climate adaptation,37.0,Rwanda,100.0,1143486.85
44000-P165017,160,Second Rwanda Urban Development Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3090505.0,Climate mitigation,40.0,Rwanda,100.0,1236202.0
44000-P171554,161,First Programmatic Human Capital for Inclusive Growth DPF,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,76179645.0,Climate adaptation,17.0,Rwanda,100.0,12950539.65
44000-P171554,161,First Programmatic Human Capital for Inclusive Growth DPF,2021-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,76179645.0,Climate change,17.0,Rwanda,100.0,12950539.65
44000-P171462,162,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,19055118.0,Climate change,43.0,Rwanda,100.0,8193700.74
44000-P171462,162,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,19055118.0,Gender,87.0,Rwanda,100.0,16577952.66
44000-P171462,162,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,19055118.0,Climate mitigation,13.0,Rwanda,100.0,2477165.3400000003
44000-P171462,162,Commercialization and De-Risking for Agricultural Transformation Project,2024-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,19055118.0,Climate adaptation,30.0,Rwanda,100.0,5716535.399999999
44000-P165017,163,Second Rwanda Urban Development Project,2022-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,58545.0,Climate change,77.0,Rwanda,100.0,45079.65
44000-P165017,163,Second Rwanda Urban Development Project,2022-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,58545.0,Gender,44.0,Rwanda,100.0,25759.8
44000-P165017,163,Second Rwanda Urban Development Project,2022-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,58545.0,Climate adaptation,37.0,Rwanda,100.0,21661.65
44000-P165017,163,Second Rwanda Urban Development Project,2022-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,58545.0,Climate mitigation,40.0,Rwanda,100.0,23418.0
44000-P160488,164,"Lake Victoria Transport Program - SOP1, Rwanda",2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2335137.0,Climate change,10.0,Rwanda,100.0,233513.7
44000-P160488,164,"Lake Victoria Transport Program - SOP1, Rwanda",2023-08-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2335137.0,Climate adaptation,10.0,Rwanda,100.0,233513.7
44000-P161876,165,Transformation of Agriculture Sector Program 4 Phase 2,2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4841406.0,Climate mitigation,15.0,Rwanda,100.0,726210.9
44000-P161876,165,Transformation of Agriculture Sector Program 4 Phase 2,2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4841406.0,Climate adaptation,16.0,Rwanda,100.0,774624.96
44000-P161876,165,Transformation of Agriculture Sector Program 4 Phase 2,2019-06-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,4841406.0,Climate change,31.0,Rwanda,100.0,1500835.86
44000-P168551,166,Rwanda Quality Basic Education for Human Capital Development Project,2023-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6005000.0,Gender,37.0,Rwanda,100.0,2221850.0
44000-P168551,166,Rwanda Quality Basic Education for Human Capital Development Project,2023-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6005000.0,Climate mitigation,5.0,Rwanda,100.0,300250.0
44000-P168551,166,Rwanda Quality Basic Education for Human Capital Development Project,2023-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6005000.0,Climate change,19.0,Rwanda,100.0,1140950.0
44000-P168551,166,Rwanda Quality Basic Education for Human Capital Development Project,2023-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6005000.0,Climate adaptation,15.0,Rwanda,100.0,900750.0
44000-P165017,167,Second Rwanda Urban Development Project,2022-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,84301.0,Climate change,77.0,Rwanda,100.0,64911.770000000004
44000-P165017,167,Second Rwanda Urban Development Project,2022-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,84301.0,Gender,44.0,Rwanda,100.0,37092.44
44000-P165017,167,Second Rwanda Urban Development Project,2022-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,84301.0,Climate adaptation,37.0,Rwanda,100.0,31191.37
44000-P165017,167,Second Rwanda Urban Development Project,2022-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,84301.0,Climate mitigation,40.0,Rwanda,100.0,33720.4
44000-P172594,168,Rwanda - Energy Access and Quality Improvement Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,592491.0,Climate change,38.0,Rwanda,100.0,225146.58000000002
44000-P172594,168,Rwanda - Energy Access and Quality Improvement Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,592491.0,Climate mitigation,31.0,Rwanda,100.0,183672.21
44000-P172594,168,Rwanda - Energy Access and Quality Improvement Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,592491.0,Gender,63.0,Rwanda,100.0,373269.33
44000-P172594,168,Rwanda - Energy Access and Quality Improvement Project,2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,592491.0,Climate adaptation,7.0,Rwanda,100.0,41474.37
44000-P175273,169,Access to Finance for Recovery and Resilience Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,85855.0,Gender,77.0,Rwanda,100.0,66108.35
44000-P175273,169,Access to Finance for Recovery and Resilience Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,85855.0,Climate change,6.0,Rwanda,100.0,5151.3
44000-P175273,169,Access to Finance for Recovery and Resilience Project,2023-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,85855.0,Climate adaptation,6.0,Rwanda,100.0,5151.3
44000-P175273,170,Access to Finance for Recovery and Resilience Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,193000.0,Gender,77.0,Rwanda,100.0,148610.0
44000-P175273,170,Access to Finance for Recovery and Resilience Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,193000.0,Climate change,6.0,Rwanda,100.0,11580.0
44000-P175273,170,Access to Finance for Recovery and Resilience Project,2022-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,193000.0,Climate adaptation,6.0,Rwanda,100.0,11580.0
44000-P161876,171,Transformation of Agriculture Sector Program 4 Phase 2,2019-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,14140690.0,Climate mitigation,15.0,Rwanda,100.0,2121103.5
44000-P161876,171,Transformation of Agriculture Sector Program 4 Phase 2,2019-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,14140690.0,Climate adaptation,16.0,Rwanda,100.0,2262510.4
44000-P161876,171,Transformation of Agriculture Sector Program 4 Phase 2,2019-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,14140690.0,Climate change,31.0,Rwanda,100.0,4383613.9
44000-P165017,172,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1699116.0,Climate change,77.0,Rwanda,100.0,1308319.32
44000-P165017,172,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1699116.0,Gender,44.0,Rwanda,100.0,747611.04
44000-P165017,172,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1699116.0,Climate adaptation,37.0,Rwanda,100.0,628672.92
44000-P165017,172,Second Rwanda Urban Development Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1699116.0,Climate mitigation,40.0,Rwanda,100.0,679646.4
44000-P160488,173,"Lake Victoria Transport Program - SOP1, Rwanda",2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,997626.0,Climate change,10.0,Rwanda,100.0,99762.6
44000-P160488,173,"Lake Victoria Transport Program - SOP1, Rwanda",2024-02-29T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,997626.0,Climate adaptation,10.0,Rwanda,100.0,99762.6
44000-P171462,174,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963831.0,Climate change,43.0,Rwanda,100.0,1704447.33
44000-P171462,174,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963831.0,Gender,87.0,Rwanda,100.0,3448532.97
44000-P171462,174,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963831.0,Climate mitigation,13.0,Rwanda,100.0,515298.03
44000-P171462,174,Commercialization and De-Risking for Agricultural Transformation Project,2022-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963831.0,Climate adaptation,30.0,Rwanda,100.0,1189149.3
44000-P165017,175,Second Rwanda Urban Development Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,527411.0,Climate change,77.0,Rwanda,100.0,406106.47000000003
44000-P165017,175,Second Rwanda Urban Development Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,527411.0,Gender,44.0,Rwanda,100.0,232060.84
44000-P165017,175,Second Rwanda Urban Development Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,527411.0,Climate adaptation,37.0,Rwanda,100.0,195142.07
44000-P165017,175,Second Rwanda Urban Development Project,2024-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,527411.0,Climate mitigation,40.0,Rwanda,100.0,210964.40000000002
44000-P164807,176,Rwanda Public Finance Management Reform Project,2020-10-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,2354072.0,Gender,54.0,Rwanda,100.0,1271198.8800000001
44000-P160488,177,"Lake Victoria Transport Program - SOP1, Rwanda",2018-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6196500.0,Climate change,10.0,Rwanda,100.0,619650.0
44000-P160488,177,"Lake Victoria Transport Program - SOP1, Rwanda",2018-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,6196500.0,Climate adaptation,10.0,Rwanda,100.0,619650.0
44000-P112712,178,Second Emergency Demobilization and Reintegration Project,2017-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,296454.0,Gender,10.0,Rwanda,100.0,29645.4
44000-P171462,179,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,500000.0,Climate change,43.0,Rwanda,100.0,215000.0
44000-P171462,179,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,500000.0,Gender,87.0,Rwanda,100.0,435000.0
44000-P171462,179,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,500000.0,Climate mitigation,13.0,Rwanda,100.0,65000.0
44000-P171462,179,Commercialization and De-Risking for Agricultural Transformation Project,2023-12-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,500000.0,Climate adaptation,30.0,Rwanda,100.0,150000.0
44000-P168551,180,Rwanda Quality Basic Education for Human Capital Development Project,2020-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,32845514.0,Gender,37.0,Rwanda,100.0,12152840.18
44000-P168551,180,Rwanda Quality Basic Education for Human Capital Development Project,2020-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,32845514.0,Climate mitigation,5.0,Rwanda,100.0,1642275.7000000002
44000-P168551,180,Rwanda Quality Basic Education for Human Capital Development Project,2020-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,32845514.0,Climate change,19.0,Rwanda,100.0,6240647.66
44000-P168551,180,Rwanda Quality Basic Education for Human Capital Development Project,2020-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,32845514.0,Climate adaptation,15.0,Rwanda,100.0,4926827.1
44000-P168551,181,Rwanda Quality Basic Education for Human Capital Development Project,2020-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,102806045.0,Gender,37.0,Rwanda,100.0,38038236.65
44000-P168551,181,Rwanda Quality Basic Education for Human Capital Development Project,2020-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,102806045.0,Climate mitigation,5.0,Rwanda,100.0,5140302.25
44000-P168551,181,Rwanda Quality Basic Education for Human Capital Development Project,2020-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,102806045.0,Climate change,19.0,Rwanda,100.0,19533148.55
44000-P168551,181,Rwanda Quality Basic Education for Human Capital Development Project,2020-07-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,102806045.0,Climate adaptation,15.0,Rwanda,100.0,15420906.75
44000-P160488,182,"Lake Victoria Transport Program - SOP1, Rwanda",2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3717668.0,Climate change,10.0,Rwanda,100.0,371766.80000000005
44000-P160488,182,"Lake Victoria Transport Program - SOP1, Rwanda",2024-01-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3717668.0,Climate adaptation,10.0,Rwanda,100.0,371766.80000000005
44000-P172594,183,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9369248.0,Climate change,38.0,Rwanda,100.0,3560314.24
44000-P172594,183,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9369248.0,Climate mitigation,31.0,Rwanda,100.0,2904466.88
44000-P172594,183,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9369248.0,Gender,63.0,Rwanda,100.0,5902626.24
44000-P172594,183,Rwanda - Energy Access and Quality Improvement Project,2021-09-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,9369248.0,Climate adaptation,7.0,Rwanda,100.0,655847.3600000001
44000-P164130,184,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,238832.0,Climate change,25.0,Rwanda,100.0,59708.0
44000-P164130,184,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,238832.0,Climate mitigation,5.0,Rwanda,100.0,11941.6
44000-P164130,184,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,238832.0,Climate adaptation,20.0,Rwanda,100.0,47766.4
44000-P164130,184,Socio-economic Inclusion of Refugees & Host Communities in Rwanda Project,2024-04-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,238832.0,Gender,30.0,Rwanda,100.0,71649.59999999999
44000-P172594,185,Rwanda - Energy Access and Quality Improvement Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963320.0,Climate change,38.0,Rwanda,100.0,1506061.6
44000-P172594,185,Rwanda - Energy Access and Quality Improvement Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963320.0,Climate mitigation,31.0,Rwanda,100.0,1228629.2
44000-P172594,185,Rwanda - Energy Access and Quality Improvement Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963320.0,Gender,63.0,Rwanda,100.0,2496891.6
44000-P172594,185,Rwanda - Energy Access and Quality Improvement Project,2023-03-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,3963320.0,Climate adaptation,7.0,Rwanda,100.0,277432.4
44000-P112712,186,Second Emergency Demobilization and Reintegration Project,2011-05-31T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,1365326.0,Gender,10.0,Rwanda,100.0,136532.6
44000-P168551,187,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,14871441.0,Gender,37.0,Rwanda,100.0,5502433.17
44000-P168551,187,Rwanda Quality Basic Education for Human Capital Development Project,2023-11-30T00:00:00Z,Disbursement,Aid loan excluding debt reorganisation,14871441.0,Climate mitigation,5.0,Rwanda,100.0,743572.05
