unique_id,text,climate_adaptation,climate_mitigation
2013100278|2013|Protection of endangered species: Dutoit's Torrent frog|0.002501|41030,Protection of endangered species: Dutoit's Torrent frog PROTECTION OF ENDANGERED SPECIES: DUTOIT'S TORRENT FROG Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100279|2013|Protection of endangered species: Banggai cardinal fish|0.007502|41030,Protection of endangered species: Banggai cardinal fish PROTECTION OF ENDANGERED SPECIES: BANGGAI CARDINAL FISH Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100280|2013|Protection of endangered species: Martenstyn's Barb|0.003701|41030,Protection of endangered species: Martenstyn's Barb PROTECTION OF ENDANGERED SPECIES: MARTENSTYN'S BARB Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100281|2013|Protection of endangered species: Black Rhino|0.011886|41030,Protection of endangered species: Black Rhino PROTECTION OF ENDANGERED SPECIES: BLACK RHINO Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100282|2013|Protection of endangered species: Pickersgill's Reed Frog|0.011886|41030,Protection of endangered species: Pickersgill's Reed Frog PROTECTION OF ENDANGERED SPECIES: PICKERSGILL'S REED FROG Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100283|2013|Protection of endangered species: Hawksbill sea turtle|0.012003|41030,Protection of endangered species: Hawksbill sea turtle PROTECTION OF ENDANGERED SPECIES: HAWKSBILL SEA TURTLE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100284|2013|Protection of endangered species: Black bear|0.007503|41030,Protection of endangered species: Black bear PROTECTION OF ENDANGERED SPECIES: BLACK BEAR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100285|2013|Protection of endangered species: Two-fingered skink|0.003962|41030,Protection of endangered species: Two-fingered skink PROTECTION OF ENDANGERED SPECIES: TWO-FINGERED SKINK Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100287|2013|Protection of endangered species: Rupestrian Bromeliad Frog|0.002201|41030,Protection of endangered species: Rupestrian Bromeliad Frog PROTECTION OF ENDANGERED SPECIES: RUPESTRIAN BROMELIAD FROG Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100288|2013|Protection of endangered species: Forest Owlet|0.01238|41030,Protection of endangered species: Forest Owlet PROTECTION OF ENDANGERED SPECIES: FOREST OWLET Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100289|2013|Protection of endangered species: Home's Hingeback Tortoise|0.005001|41030,Protection of endangered species: Home's Hingeback Tortoise PROTECTION OF ENDANGERED SPECIES: HOME'S HINGEBACK TORTOISE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100290|2013|Protection of endangered species: Bornean Orangutan|0.010003|41030,Protection of endangered species: Bornean Orangutan PROTECTION OF ENDANGERED SPECIES: BORNEAN ORANGUTAN Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100291|2013|Protection of endangered species: Black and white ruffed lemur|0.012504|41030,Protection of endangered species: Black and white ruffed lemur PROTECTION OF ENDANGERED SPECIES: BLACK AND WHITE RUFFED LEMUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100292|2013|Protection of endangered species: Persian leopard|0.01238|41030,Protection of endangered species: Persian leopard PROTECTION OF ENDANGERED SPECIES: PERSIAN LEOPARD Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100293|2013|Protection of endangered species: Jerdon's Courser|0.011003|41030,Protection of endangered species: Jerdon's Courser PROTECTION OF ENDANGERED SPECIES: JERDON'S COURSER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100294|2013|Protection of endangered species: Sociable lapwing|0.002971|41030,Protection of endangered species: Sociable lapwing PROTECTION OF ENDANGERED SPECIES: SOCIABLE LAPWING Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100295|2013|Protection of endangered species: Langua-de-vaca|0.012381|41030,Protection of endangered species: Langua-de-vaca PROTECTION OF ENDANGERED SPECIES: LANGUA-DE-VACA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100296|2013|Protection of endangered species: Cacheo|0.010003|41030,Protection of endangered species: Cacheo PROTECTION OF ENDANGERED SPECIES: CACHEO Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100297|2013|Protection of endangered species: Tamaraw|0.011886|41030,Protection of endangered species: Tamaraw PROTECTION OF ENDANGERED SPECIES: TAMARAW Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100298|2013|Protection of endangered species: Radiated Tortoise|0.012003|41030,Protection of endangered species: Radiated Tortoise PROTECTION OF ENDANGERED SPECIES: RADIATED TORTOISE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100300|2013|Protection of endangered species: Western chimpanzee|0.008502|41030,Protection of endangered species: Western chimpanzee PROTECTION OF ENDANGERED SPECIES: WESTERN CHIMPANZEE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100301|2013|Protection of endangered species: Anamalai's frog|0.011886|41030,Protection of endangered species: Anamalai's frog PROTECTION OF ENDANGERED SPECIES: ANAMALAI'S FROG Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100302|2013|Protection of endangered species: Pygmy Hippopotamus|0.012003|41030,Protection of endangered species: Pygmy Hippopotamus PROTECTION OF ENDANGERED SPECIES: PYGMY HIPPOPOTAMUS Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100303|2013|Protection of endangered species: Usambara Three-horned Chameleon|0.010003|41030,Protection of endangered species: Usambara Three-horned Chameleon PROTECTION OF ENDANGERED SPECIES: USAMBARA THREE-HORNED CHAMELEON Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100304|2013|Protection of endangered species: Sumatran rhino|0.012504|41030,Protection of endangered species: Sumatran rhino PROTECTION OF ENDANGERED SPECIES: SUMATRAN RHINO Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100305|2013|Protection of endangered species: Sakoambanditse|0.012503|41030,Protection of endangered species: Sakoambanditse PROTECTION OF ENDANGERED SPECIES: SAKOAMBANDITSE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100306|2013|Protection of endangered species: Giant Girdled Lizard|0.009002|41030,Protection of endangered species: Giant Girdled Lizard PROTECTION OF ENDANGERED SPECIES: GIANT GIRDLED LIZARD Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100307|2013|Protection of endangered species: Holdridge's Toad|0.007502|41030,Protection of endangered species: Holdridge's Toad PROTECTION OF ENDANGERED SPECIES: HOLDRIDGE'S TOAD Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100309|2013|Protection of endangered species: Mottled Snailsucker|0.00884|41030,Protection of endangered species: Mottled Snailsucker PROTECTION OF ENDANGERED SPECIES: MOTTLED SNAILSUCKER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100310|2013|Protection of endangered species: Harlequin mantella|0.024977|41030,Protection of endangered species: Harlequin mantella PROTECTION OF ENDANGERED SPECIES: HARLEQUIN MANTELLA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100311|2013|Protection of endangered species: Yenne Mara|0.003962|41030,Protection of endangered species: Yenne Mara PROTECTION OF ENDANGERED SPECIES: YENNE MARA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100312|2013|Protection of endangered species: Seychelles Crested Groundhopper|0.00412|41030,Protection of endangered species: Seychelles Crested Groundhopper PROTECTION OF ENDANGERED SPECIES: SEYCHELLES CRESTED GROUNDHOPPER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100313|2013|Protection of endangered species: Roatan Spiny-tailed Iguana|0.005001|41030,Protection of endangered species: Roatan Spiny-tailed Iguana PROTECTION OF ENDANGERED SPECIES: ROATAN SPINY-TAILED IGUANA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100314|2013|Protection of endangered species: Gharial|0.004951|41030,Protection of endangered species: Gharial PROTECTION OF ENDANGERED SPECIES: GHARIAL Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100315|2013|Protection of endangered species: Arjan|0.003467|41030,Protection of endangered species: Arjan PROTECTION OF ENDANGERED SPECIES: ARJAN Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100316|2013|Protection of endangered species: Barbs|0.005002|41030,Protection of endangered species: Barbs PROTECTION OF ENDANGERED SPECIES: BARBS Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100317|2013|Protection of endangered species: Ansonia glandulosa|0.002001|41030,Protection of endangered species: Ansonia glandulosa PROTECTION OF ENDANGERED SPECIES: ANSONIA GLANDULOSA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100318|2013|Protection of endangered species: Dung Beetles|0.003941|41030,Protection of endangered species: Dung Beetles PROTECTION OF ENDANGERED SPECIES: DUNG BEETLES Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100319|2013|Protection of endangered species: Blue-throated Macaw|0.010003|41030,Protection of endangered species: Blue-throated Macaw PROTECTION OF ENDANGERED SPECIES: BLUE-THROATED MACAW Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100320|2013|Protection of endangered species: Yellow-billed Cotinga|0.009253|41030,Protection of endangered species: Yellow-billed Cotinga PROTECTION OF ENDANGERED SPECIES: YELLOW-BILLED COTINGA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100321|2013|Protection of endangered species: Royal Cinclodes|0.006252|41030,Protection of endangered species: Royal Cinclodes PROTECTION OF ENDANGERED SPECIES: ROYAL CINCLODES Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100322|2013|Protection of endangered species: Camotillo|0.015005|41030,Protection of endangered species: Camotillo PROTECTION OF ENDANGERED SPECIES: CAMOTILLO Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100323|2013|Protection of endangered species: Tonkin Snub-nosed monkey|0.012504|41030,Protection of endangered species: Tonkin Snub-nosed monkey PROTECTION OF ENDANGERED SPECIES: TONKIN SNUB-NOSED MONKEY Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100324|2013|Protection of endangered species: Peruvian Plantcutter|0.005002|41030,Protection of endangered species: Peruvian Plantcutter PROTECTION OF ENDANGERED SPECIES: PERUVIAN PLANTCUTTER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100325|2013|Protection of endangered species: Central American River Turtle or Hicatee Turtle|0.010003|41030,Protection of endangered species: Central American River Turtle or Hicatee Turtle PROTECTION OF ENDANGERED SPECIES: CENTRAL AMERICAN RIVER TURTLE OR HICATEE TURTLE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100326|2013|Protection of endangered species: Sahamalaza Sportive Lemur|0.005943|41030,Protection of endangered species: Sahamalaza Sportive Lemur PROTECTION OF ENDANGERED SPECIES: SAHAMALAZA SPORTIVE LEMUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100327|2013|Protection of endangered species: Greater big-footed mouse|0.004001|41030,Protection of endangered species: Greater big-footed mouse PROTECTION OF ENDANGERED SPECIES: GREATER BIG-FOOTED MOUSE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100328|2013|Protection of endangered species: Sumatran tiger|0.013324|41030,Protection of endangered species: Sumatran tiger PROTECTION OF ENDANGERED SPECIES: SUMATRAN TIGER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100329|2013|Protection of endangered species: Javan leopard|0.008653|41030,Protection of endangered species: Javan leopard PROTECTION OF ENDANGERED SPECIES: JAVAN LEOPARD Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100330|2013|Protection of endangered species: Ethiopian Wolf|0.005002|41030,Protection of endangered species: Ethiopian Wolf PROTECTION OF ENDANGERED SPECIES: ETHIOPIAN WOLF Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100331|2013|Protection of endangered species: Socorro Dove|0.012504|41030,Protection of endangered species: Socorro Dove PROTECTION OF ENDANGERED SPECIES: SOCORRO DOVE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100332|2013|Protection of endangered species: Freshwater crab|0.004952|41030,Protection of endangered species: Freshwater crab PROTECTION OF ENDANGERED SPECIES: FRESHWATER CRAB Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100333|2013|Protection of endangered species: Pfrimer's Parakeet|0.011454|41030,Protection of endangered species: Pfrimer's Parakeet PROTECTION OF ENDANGERED SPECIES: PFRIMER'S PARAKEET Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100334|2013|Protection of endangered species: East African plants|0.012876|41030,Protection of endangered species: East African plants PROTECTION OF ENDANGERED SPECIES: EAST AFRICAN PLANTS Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100335|2013|Protection of endangered species: Home's hinged tortoise|0.009904|41030,Protection of endangered species: Home's hinged tortoise PROTECTION OF ENDANGERED SPECIES: HOME'S HINGED TORTOISE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100336|2013|Protection of endangered species: Southeast Asian narrow-headed softshell turtle|0.010003|41030,Protection of endangered species: Southeast Asian narrow-headed softshell turtle PROTECTION OF ENDANGERED SPECIES: SOUTHEAST ASIAN NARROW-HEADED SOFTSHELL TURTLE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100338|2013|Protection of endangered species: Northern Sportive Lemur|0.005002|41030,Protection of endangered species: Northern Sportive Lemur PROTECTION OF ENDANGERED SPECIES: NORTHERN SPORTIVE LEMUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100339|2013|Protection of endangered species: Chinese Pangolin|0.010003|41030,Protection of endangered species: Chinese Pangolin PROTECTION OF ENDANGERED SPECIES: CHINESE PANGOLIN Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100340|2013|Protection of endangered species: Caparaonia itaiquara|0.004485|41030,Protection of endangered species: Caparaonia itaiquara PROTECTION OF ENDANGERED SPECIES: CAPARAONIA ITAIQUARA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100341|2013|Protection of endangered species: Indochinese Silvered Langur|0.011003|41030,Protection of endangered species: Indochinese Silvered Langur PROTECTION OF ENDANGERED SPECIES: INDOCHINESE SILVERED LANGUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100342|2013|Protection of endangered species: Little spotted cat|0.010661|41030,Protection of endangered species: Little spotted cat PROTECTION OF ENDANGERED SPECIES: LITTLE SPOTTED CAT Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100343|2013|Protection of endangered species: Blue-eyed black lemur|0.004952|41030,Protection of endangered species: Blue-eyed black lemur PROTECTION OF ENDANGERED SPECIES: BLUE-EYED BLACK LEMUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100344|2013|Protection of endangered species: Sumatran Orangutan|0.012504|41030,Protection of endangered species: Sumatran Orangutan PROTECTION OF ENDANGERED SPECIES: SUMATRAN ORANGUTAN Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100345|2013|Protection of endangered species: Mexican long-nosed bat|0.005002|41030,Protection of endangered species: Mexican long-nosed bat PROTECTION OF ENDANGERED SPECIES: MEXICAN LONG-NOSED BAT Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100346|2013|Protection of endangered species: Fishing cat|0.004789|41030,Protection of endangered species: Fishing cat PROTECTION OF ENDANGERED SPECIES: FISHING CAT Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100347|2013|Protection of endangered species: Black rhinoceros|0.014004|41030,Protection of endangered species: Black rhinoceros PROTECTION OF ENDANGERED SPECIES: BLACK RHINOCEROS Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100348|2013|Protection of endangered species: Royal false brook salamander|0.002501|41030,Protection of endangered species: Royal false brook salamander PROTECTION OF ENDANGERED SPECIES: ROYAL FALSE BROOK SALAMANDER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100349|2013|Protection of endangered species: Flea Toad|0.002501|41030,Protection of endangered species: Flea Toad PROTECTION OF ENDANGERED SPECIES: FLEA TOAD Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100350|2013|Protection of endangered species: Snow leopard|0.007452|41030,Protection of endangered species: Snow leopard PROTECTION OF ENDANGERED SPECIES: SNOW LEOPARD Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100351|2013|Protection of endangered species: Gorgan Salamander|0.002476|41030,Protection of endangered species: Gorgan Salamander PROTECTION OF ENDANGERED SPECIES: GORGAN SALAMANDER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100352|2013|Protection of endangered species: Tricoloured langur|0.005002|41030,Protection of endangered species: Tricoloured langur PROTECTION OF ENDANGERED SPECIES: TRICOLOURED LANGUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100353|2013|Protection of endangered species: Grevy's zebra|0.012504|41030,Protection of endangered species: Grevy's zebra PROTECTION OF ENDANGERED SPECIES: GREVY'S ZEBRA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100354|2013|Protection of endangered species: San Martin titi monkey|0.003566|41030,Protection of endangered species: San Martin titi monkey PROTECTION OF ENDANGERED SPECIES: SAN MARTIN TITI MONKEY Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100355|2013|Protection of endangered species: Toothbilled pigeon or Manumea|0.004952|41030,Protection of endangered species: Toothbilled pigeon or Manumea PROTECTION OF ENDANGERED SPECIES: TOOTHBILLED PIGEON OR MANUMEA Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100356|2013|Protection of endangered species: Sibree's dwarf lemur|0.004901|41030,Protection of endangered species: Sibree's dwarf lemur PROTECTION OF ENDANGERED SPECIES: SIBREE'S DWARF LEMUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100357|2013|Protection of endangered species: Uganda Mangabey|0.004941|41030,Protection of endangered species: Uganda Mangabey PROTECTION OF ENDANGERED SPECIES: UGANDA MANGABEY Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100358|2013|Protection of endangered species: Grey-shanked douc langur|0.005001|41030,Protection of endangered species: Grey-shanked douc langur PROTECTION OF ENDANGERED SPECIES: GREY-SHANKED DOUC LANGUR Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100359|2013|Protection of endangered species: Great capricorn Beetle|0.008002|41030,Protection of endangered species: Great capricorn Beetle PROTECTION OF ENDANGERED SPECIES: GREAT CAPRICORN BEETLE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100360|2013|Protection of endangered species: Chacoan peccary|0.004001|41030,Protection of endangered species: Chacoan peccary PROTECTION OF ENDANGERED SPECIES: CHACOAN PECCARY Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100361|2013|Protection of endangered species: Das's Dwarf Toad|0.005001|41030,Protection of endangered species: Das's Dwarf Toad PROTECTION OF ENDANGERED SPECIES: DAS'S DWARF TOAD Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100362|2013|Protection of endangered species: Taita shrew|0.007002|41030,Protection of endangered species: Taita shrew PROTECTION OF ENDANGERED SPECIES: TAITA SHREW Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100363|2013|Protection of endangered species: Malabar Tree Nymph|0.029008|41030,Protection of endangered species: Malabar Tree Nymph PROTECTION OF ENDANGERED SPECIES: MALABAR TREE NYMPH Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100364|2013|Protection of endangered species: Herre's Loach|0.029008|41030,Protection of endangered species: Herre's Loach PROTECTION OF ENDANGERED SPECIES: HERRE'S LOACH Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100365|2013|Protection of endangered species: Giant Ibis|0.007502|41030,Protection of endangered species: Giant Ibis PROTECTION OF ENDANGERED SPECIES: GIANT IBIS Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100366|2013|Protection of endangered species: Black-headed Bushmaster|0.010003|41030,Protection of endangered species: Black-headed Bushmaster PROTECTION OF ENDANGERED SPECIES: BLACK-HEADED BUSHMASTER Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100367|2013|Protection of endangered species: Chilenito|0.015004|41030,Protection of endangered species: Chilenito PROTECTION OF ENDANGERED SPECIES: CHILENITO Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100368|2013|Protection of endangered species: Red-shanked douc|0.006933|41030,Protection of endangered species: Red-shanked douc PROTECTION OF ENDANGERED SPECIES: RED-SHANKED DOUC Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100369|2013|Protection of endangered species: Northern white-cheeked crested gibbon|0.010003|41030,Protection of endangered species: Northern white-cheeked crested gibbon PROTECTION OF ENDANGERED SPECIES: NORTHERN WHITE-CHEEKED CRESTED GIBBON Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100370|2013|Protection of endangered species: Khajuria's Leaf-nosed Bat|0.006933|41030,Protection of endangered species: Khajuria's Leaf-nosed Bat PROTECTION OF ENDANGERED SPECIES: KHAJURIA'S LEAF-NOSED BAT Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100371|2013|Protection of endangered species: Hirola Antelope|0.015004|41030,Protection of endangered species: Hirola Antelope PROTECTION OF ENDANGERED SPECIES: HIROLA ANTELOPE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100372|2013|Protection of endangered species: Geoffroy's side necked turtle|0.005001|41030,Protection of endangered species: Geoffroy's side necked turtle PROTECTION OF ENDANGERED SPECIES: GEOFFROY'S SIDE NECKED TURTLE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100373|2013|Protection of endangered species: Pallas's cat|0.005001|41030,Protection of endangered species: Pallas's cat PROTECTION OF ENDANGERED SPECIES: PALLAS'S CAT Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
2013100374|2013|Protection of endangered species: African spurred tortoise|0.011886|41030,Protection of endangered species: African spurred tortoise PROTECTION OF ENDANGERED SPECIES: AFRICAN SPURRED TORTOISE Extending agency: Mohamed Bin Zayed Species Conservation Fund - UAE aid modality: Contributions to National NGOs and Civil Society Institutions,0,0
